ma_hoc_sinh,so_thich,ky_nang
SV0553,"viết blog công nghệ, chụp ảnh sản phẩm, thiền và yoga, chơi game, xem vlog du học ngành IT","viết báo cáo, phân tích dữ liệu cho kinh doanh, xây dựng hệ thống hỗ trợ ra quyết định, viết truy vấn SQL, viết nội dung marketing"
SV0554,"tập vẽ tay, vẽ tranh, viết blog công nghệ, chơi nhạc cụ, cắm trại","quản lý logistics và chuỗi cung ứng, kiểm thử bảo mật, định giá tài sản, xây dựng hệ thống an toàn thông tin doanh nghiệp, ứng dụng trí tuệ nhân tạo trong kinh doanh"
SV0555,"chạy bộ Strava, học nhảy trên YouTube, lập kế hoạch học tập, follow fashion tech trends, làm đồ handmade","tạo báo cáo với Power BI, quản lý đổi mới sáng tạo trong doanh nghiệp, phân tích luật kinh tế và kinh doanh quốc tế, phân tích hình ảnh và video trong truyền thông số, ứng dụng trí tuệ nhân tạo trong kinh doanh"
SV0556,"viết blog cá nhân, luyện kỹ năng phản biện, vọc Python, xem phân tích case startup, thiết kế poster","quản trị nông nghiệp và bền vững, thiết kế UI/UX cho website, phân tích log hệ thống, phân tích nghiệp vụ, tự động hóa quy trình bằng điều khiển thông minh"
SV0557,"follow các dev trên YouTube, viết blog công nghệ, tham gia workshop chuyên ngành, tập vẽ tay, viết báo cáo kỹ thuật","hiểu mô hình ERP, viết báo cáo, phân tích rủi ro tài chính, làm việc với Git, quản lý đổi mới sáng tạo trong doanh nghiệp"
SV0558,"chạy thử chatbot, chơi nhạc cụ, lập kế hoạch học tập, xem video phân tích dữ liệu, viết báo cáo kỹ thuật","thiết kế truyền thông đa phương tiện, vẽ quy trình BPMN, quản lý thời gian, phân tích dữ liệu định lượng, lập trình Java"
SV0559,"vẽ tranh, thử các quán cà phê mới, xem video phân tích dữ liệu, làm portfolio online, follow fashion tech trends","làm việc với Git, kiểm thử bảo mật, quản lý logistics và chuỗi cung ứng, định giá tài sản, viết nội dung marketing"
SV0560,"làm đồ handmade, viết blog cá nhân, thử các quán cà phê mới, xem vlog du học ngành IT, viết truyện ngắn","xây dựng hệ thống hỗ trợ ra quyết định, chạy quảng cáo cơ bản, quản trị nhân lực hiện đại, phân tích nghiệp vụ, quản lý quỹ đầu tư"
SV0561,"thiết kế poster, làm đồ handmade, viết blog công nghệ, lập kế hoạch học tập, vẽ tranh","tư duy phản biện, thiết kế truyền thông đa phương tiện, quản lý quỹ đầu tư, phân tích log hệ thống, triển khai ứng dụng web"
SV0562,"xem phim sci-fi, cắm trại, vẽ digital art, viết content cho mạng xã hội, chụp ảnh sản phẩm","quản lý dự án sáng tạo, quản lý đơn hàng, phát hiện lỗ hổng OWASP, quản trị hệ thống Linux, quản lý quỹ đầu tư"
SV0563,"chụp ảnh sản phẩm, thiết kế CV cá nhân đẹp, xây web cá nhân, viết content cho mạng xã hội, chạy bộ Strava","giao dịch chứng khoán, lập trình Java, xây dựng hệ thống hỗ trợ ra quyết định, quản trị nhân lực hiện đại, giao tiếp hiệu quả"
SV0564,"thiết kế poster, chạy thử chatbot, vẽ tranh tay, cắm trại, học kỹ năng nói trước đám đông","hiểu cấu trúc dữ liệu & giải thuật, phân tích hành vi du lịch và giải trí, quản trị nhân lực hiện đại, quản trị hệ thống Linux, giao tiếp hiệu quả"
SV0565,"chơi nhạc cụ, thử các quán cà phê mới, xem livestream hackathon, vẽ tranh tay, quay Tiktok chia sẻ kiến thức","lập kế hoạch thuế và khai thuế, quản lý logistics và chuỗi cung ứng, thiết kế truyền thông đa phương tiện, phân tích dữ liệu cho kinh doanh, xây dựng hệ thống hỗ trợ ra quyết định"
SV0566,"sưu tầm đồ công nghệ, cắm trại, làm video dạng slide ngắn, vẽ digital art, vẽ tranh","phân tích luật kinh tế và kinh doanh quốc tế, quản trị hệ thống Linux, quản lý gian hàng online, quản lý dự án sáng tạo, viết nội dung marketing"
SV0567,"follow fashion tech trends, xây web cá nhân, chạy bộ Strava, viết blog công nghệ, xem video phân tích dữ liệu","quản trị hệ thống Linux, quản trị nhân lực hiện đại, lập trình Java, tạo dashboard KPI, kế toán tài chính doanh nghiệp"
SV0568,"nghe nhạc indie, xem phim, viết báo cáo kỹ thuật, viết content cho mạng xã hội, chơi game mô phỏng (SimCity, Factorio...)","mã hóa dữ liệu cơ bản, xây dựng hệ thống hỗ trợ ra quyết định, vẽ biểu đồ với Matplotlib, thiết kế trải nghiệm sự kiện, thực hành CTF cơ bản"
SV0569,"chơi Rubik, quay Tiktok chia sẻ kiến thức, thiết kế CV cá nhân đẹp, đọc sách self-help, viết truyện ngắn","xây dựng hệ thống an toàn thông tin doanh nghiệp, kiến trúc đô thị thông minh, lập trình Python, mã hóa dữ liệu cơ bản, ứng dụng hệ thống CRM"
SV0570,"thử các quán cà phê mới, chạy thử chatbot, làm video dạng slide ngắn, lập kế hoạch học tập, chơi nhạc cụ","tích hợp tài chính công nghệ (FinTech), thiết kế truyền thông đa phương tiện, lập kế hoạch thuế và khai thuế, tạo dashboard KPI, trình bày báo cáo"
SV0571,"tập gym, xây web cá nhân, nấu ăn healthy, xem video phân tích dữ liệu, học kỹ năng nói trước đám đông","viết báo cáo, tạo dashboard KPI, kiến trúc đô thị thông minh, vẽ biểu đồ với Matplotlib, quản lý mật khẩu an toàn"
SV0572,"du lịch, chơi Rubik, chia sẻ kiến thức trên LinkedIn, viết blog cá nhân, follow fashion tech trends","phân tích nghiệp vụ, quản trị hệ thống Linux, định giá tài sản, vận hành hệ thống thương mại điện tử, phân tích dữ liệu định lượng"
SV0573,"thử các quán cà phê mới, follow các dev trên YouTube, xem phim, lập kế hoạch học tập, viết blog công nghệ","viết báo cáo, vận hành hệ thống thương mại điện tử, tạo báo cáo với Power BI, tích hợp tài chính công nghệ (FinTech), hiểu cấu trúc dữ liệu & giải thuật"
SV0574,"nấu ăn healthy, xây web cá nhân, follow các dev trên YouTube, vẽ tranh tay, viết content cho mạng xã hội","làm việc với Git, phân tích rủi ro tài chính, lập trình Python, quản lý đơn hàng, hiểu mô hình ERP"
SV0575,"chạy bộ Strava, tìm hiểu Blockchain, xem video phân tích dữ liệu, lập kế hoạch học tập, chụp ảnh sản phẩm","xây dựng hệ thống hỗ trợ ra quyết định, kiến trúc đô thị thông minh, vẽ quy trình BPMN, thực hành CTF cơ bản, quản trị nông nghiệp và bền vững"
SV0576,"viết báo cáo kỹ thuật, quay Tiktok chia sẻ kiến thức, chơi game mô phỏng (SimCity, Factorio...), xem phim, thiết kế CV cá nhân đẹp","vẽ biểu đồ với Matplotlib, phân tích rủi ro tài chính, quản lý quỹ đầu tư, phân tích hành vi du lịch và giải trí, xử lý dữ liệu với Pandas"
SV0577,"quay Tiktok chia sẻ kiến thức, viết blog công nghệ, làm video dạng slide ngắn, follow fashion tech trends, âm nhạc","phân tích hành vi du lịch và giải trí, lập kế hoạch thuế và khai thuế, ứng dụng hệ thống CRM, phân tích log hệ thống, triển khai ứng dụng web"
SV0578,"tìm hiểu AI, làm đồ handmade, vọc Python, nghe lo-fi khi code, nghe nhạc indie","viết tài liệu SRS, phân tích hành vi người dùng, thiết kế trải nghiệm sự kiện, định giá tài sản, giao dịch chứng khoán"
SV0579,"thiết kế CV cá nhân đẹp, viết content cho mạng xã hội, luyện kỹ năng phản biện, xem video TEDx, đọc sách","chạy quảng cáo cơ bản, làm việc với Git, quản lý dự án sáng tạo, quản lý quỹ đầu tư, phân tích dữ liệu định lượng"
SV0580,"viết content cho mạng xã hội, vẽ tranh, vẽ digital art, tham gia workshop chuyên ngành, sưu tầm đồ công nghệ","phân tích hành vi du lịch và giải trí, viết truy vấn SQL, ứng dụng trí tuệ nhân tạo trong kinh doanh, phân tích luật kinh tế và kinh doanh quốc tế, quản lý mật khẩu an toàn"
SV0581,"thiết kế CV cá nhân đẹp, vọc Python, xem video phân tích dữ liệu, viết blog công nghệ, xem phim sci-fi","tích hợp tài chính công nghệ (FinTech), thiết kế truyền thông đa phương tiện, mã hóa dữ liệu cơ bản, thiết kế UI/UX cho website, quản lý thời gian"
SV0582,"vẽ digital art, thiền và yoga, lập kế hoạch học tập, xem livestream hackathon, thiết kế CV cá nhân đẹp","viết báo cáo, phát hiện lỗ hổng OWASP, phân tích hành vi du lịch và giải trí, tự động hóa quy trình bằng điều khiển thông minh, lập trình Python"
SV0583,"thử dựng infographic, âm nhạc, luyện kỹ năng phản biện, chơi nhạc cụ, thể thao","thiết kế truyền thông đa phương tiện, phân tích rủi ro tài chính, thiết kế trải nghiệm sự kiện, kiến trúc đô thị thông minh, làm việc với Git"
SV0584,"chơi nhạc cụ, tập vẽ tay, học ngoại ngữ mới, tìm hiểu Blockchain, vẽ tranh","phân tích dữ liệu định lượng, vận hành hệ thống thương mại điện tử, tự động hóa quy trình bằng điều khiển thông minh, xây dựng hệ thống an toàn thông tin doanh nghiệp, lập trình Python"
SV0585,"học kỹ năng nói trước đám đông, sưu tầm đồ công nghệ, chơi Rubik, viết báo cáo kỹ thuật, tham gia workshop chuyên ngành","quản lý đơn hàng, phân tích dữ liệu định lượng, quản lý thời gian, chạy quảng cáo cơ bản, quản lý dự án sáng tạo"
SV0586,"tìm hiểu Blockchain, follow các dev trên YouTube, thể thao, vẽ tranh tay, làm đồ handmade","xây dựng mô hình ML cơ bản, giao dịch chứng khoán, lập trình Java, tạo dashboard KPI, lập kế hoạch thuế và khai thuế"
SV0587,"tập vẽ tay, đọc sách self-help, vẽ giao diện app, chụp ảnh sản phẩm, tham gia workshop chuyên ngành","vẽ biểu đồ với Matplotlib, thiết kế truyền thông đa phương tiện, phân tích dữ liệu cho kinh doanh, lập trình Python, phân tích hành vi người dùng"
SV0588,"viết blog cá nhân, theo dõi các trang TechCrunch, Hacker News, học ngoại ngữ mới, nấu ăn healthy, xem video phân tích dữ liệu","xây dựng hệ thống an toàn thông tin doanh nghiệp, kiểm toán nội bộ và bên ngoài, quản lý đơn hàng, quản lý quỹ đầu tư, quản lý dự án sáng tạo"
SV0589,"làm portfolio online, luyện kỹ năng phản biện, học kỹ năng nói trước đám đông, vẽ tranh tay, chơi game giải đố","quản trị hệ thống Linux, quản trị nhân lực hiện đại, giao tiếp hiệu quả, viết truy vấn SQL, hiểu mô hình ERP"
SV0590,"follow các dev trên YouTube, xem vlog du học ngành IT, học nhảy trên YouTube, nấu ăn healthy, viết nhật ký phát triển bản thân","kiểm thử bảo mật, quản lý đổi mới sáng tạo trong doanh nghiệp, phân tích log hệ thống, trình bày báo cáo, triển khai ứng dụng web"
SV0591,"luyện kỹ năng phản biện, tìm hiểu Blockchain, trồng cây mini trong phòng, chạy bộ Strava, chơi game","kế toán tài chính doanh nghiệp, thiết kế UI/UX cho website, lập kế hoạch thuế và khai thuế, tạo dashboard KPI, định giá tài sản"
SV0592,"chụp ảnh sản phẩm, xem video phân tích dữ liệu, viết báo cáo kỹ thuật, chơi game giải đố, tự học SQL","quản trị nhân lực hiện đại, tạo báo cáo với Power BI, quản lý mật khẩu an toàn, triển khai ứng dụng web, xây dựng mô hình ML cơ bản"
SV0593,"theo dõi các trang TechCrunch, Hacker News, viết báo cáo kỹ thuật, đạp xe buổi chiều, follow các dev trên YouTube, quay Tiktok chia sẻ kiến thức","thiết kế trải nghiệm sự kiện, vẽ quy trình BPMN, làm việc nhóm, mã hóa dữ liệu cơ bản, phân tích log hệ thống"
SV0594,"học kỹ năng nói trước đám đông, thử các quán cà phê mới, viết blog công nghệ, vẽ giao diện app, tự học SQL","phân tích dữ liệu định lượng, quản lý đổi mới sáng tạo trong doanh nghiệp, triển khai ứng dụng web, xây dựng hệ thống hỗ trợ ra quyết định, viết nội dung marketing"
SV0595,"nấu ăn healthy, follow các dev trên YouTube, tìm hiểu Blockchain, viết nhật ký phát triển bản thân, nghe podcast UX/UI","thiết kế truyền thông đa phương tiện, phân tích log hệ thống, quản lý thời gian, quản lý quỹ đầu tư, tự động hóa quy trình bằng điều khiển thông minh"
SV0596,"nghe podcast UX/UI, viết nhật ký phát triển bản thân, tập gym, học ngoại ngữ mới, xem vlog du học ngành IT","thiết kế UI/UX cho website, giao tiếp hiệu quả, vẽ quy trình BPMN, quản trị nông nghiệp và bền vững, lập trình Python"
SV0597,"học kỹ năng nói trước đám đông, xem livestream hackathon, nghe podcast UX/UI, làm video dạng slide ngắn, chạy bộ Strava","phân tích hình ảnh và video trong truyền thông số, giao dịch chứng khoán, quản trị hệ thống Linux, lập trình Java, phân tích nghiệp vụ"
